seed,gain,coh,n,p_net,p_mod
56,0.8,-0.03,187,0.2994652406417112,0.30711486780609804
56,0.8,0.0,180,0.5222222222222223,0.5245793137192293
56,0.8,0.03,186,0.7365591397849462,0.7003126471258335
56,0.8,0.06,177,0.8587570621468926,0.8693189129845552
56,0.8,0.09,163,0.950920245398773,0.9497240192510761
56,0.8,0.12,191,0.9895287958115183,0.9879518128426166
56,0.8,0.15,196,1.0,0.9988258625229284
56,1.0,-0.15,214,0.0,0.0019389538828301603
56,1.0,-0.12,168,0.005952380952380952,0.018245012184581997
56,1.0,-0.09,155,0.05161290322580645,0.046316378755193136
56,1.0,-0.06,183,0.14207650273224043,0.13938490425566524
56,1.0,-0.03,187,0.32085561497326204,0.3469998678163041
56,1.0,0.0,180,0.5944444444444444,0.5986018990374654
56,1.0,0.03,186,0.8279569892473119,0.8049461255977758
56,1.0,0.06,177,0.9491525423728814,0.9335463564867176
56,1.0,0.09,163,0.9877300613496932,0.9861832943796948
56,1.0,0.12,191,1.0,0.9985483338324418
56,1.0,0.15,196,1.0,0.9999438249563225
56,1.2,-0.15,214,0.0,0.007815988330513295
56,1.2,-0.12,168,0.017857142857142856,0.032864090036331436
56,1.2,-0.09,155,0.07096774193548387,0.08929176497851375
56,1.2,-0.06,183,0.20765027322404372,0.18003832939795608
56,1.2,-0.03,187,0.39572192513368987,0.37918024370342984
56,1.2,0.0,180,0.6,0.607978850854742
56,1.2,0.03,186,0.7688172043010753,0.7754237427049727
56,1.2,0.06,177,0.9096045197740112,0.9107375268269223
56,1.2,0.09,163,0.9877300613496932,0.9731372001651526
56,1.2,0.12,191,0.9842931937172775,0.9940965080373583
56,1.2,0.15,196,1.0,0.9982961991354345
57,0.8,-0.15,214,0.0,0.0012402971320226346
57,0.8,-0.12,168,0.023809523809523808,0.021833405289533554
57,0.8,-0.09,155,0.06451612903225806,0.03610033463865088
57,0.8,-0.06,183,0.11475409836065574,0.11955181963116646
57,0.8,-0.03,187,0.23529411764705882,0.25336773373870697
57,0.8,0.0,180,0.43333333333333335,0.4630742224320615
57,0.8,0.03,186,0.6344086021505376,0.6554272497527794
57,0.8,0.06,177,0.8813559322033898,0.8401254674303607
57,0.8,0.09,163,0.9570552147239264,0.9374746588374717
57,0.8,0.12,191,0.9842931937172775,0.9850204416729766
57,0.8,0.15,196,0.9948979591836735,0.9981432434487996
57,1.0,-0.15,214,0.0,0.0007995868184438616
57,1.0,-0.12,168,0.0,0.00864477374671306
57,1.0,-0.09,155,0.03225806451612903,0.026980542784207348
57,1.0,-0.06,183,0.07103825136612021,0.08570724833394372
57,1.0,-0.03,187,0.26737967914438504,0.2620087372372343
57,1.0,0.0,180,0.5388888888888889,0.5147533823841022
57,1.0,0.03,186,0.7311827956989247,0.7459110901778917
57,1.0,0.06,177,0.9096045197740112,0.9091936795446758
57,1.0,0.09,163,0.9754601226993865,0.9800230334430396
57,1.0,0.12,191,1.0,0.9977382948713261
57,1.0,0.15,196,1.0,0.9998756483975901
57,1.2,-0.15,214,0.0,0.003923265592043708
57,1.2,-0.12,168,0.017857142857142856,0.019460635959397198
57,1.2,-0.09,155,0.0967741935483871,0.05652056827373758
57,1.2,-0.06,183,0.09289617486338798,0.11884658329455293
57,1.2,-0.03,187,0.2727272727272727,0.27557696411685795
57,1.2,0.0,180,0.5111111111111111,0.4952949225086043
57,1.2,0.03,186,0.6129032258064516,0.6760519243237363
57,1.2,0.06,177,0.8587570621468926,0.8529484078407477
57,1.2,0.09,163,0.9631901840490797,0.9464160077804672
57,1.2,0.12,191,0.9895287958115183,0.9851793248654095
57,1.2,0.15,196,1.0,0.9948348493514891
58,0.8,-0.15,214,0.0,0.0020426398272861915
58,0.8,-0.12,168,0.011904761904761904,0.018149896216374785
58,0.8,-0.09,155,0.01935483870967742,0.034571763420016964
58,0.8,-0.06,183,0.08196721311475409,0.1016674039913523
58,0.8,-0.03,187,0.24064171122994651,0.23009361113833218
58,0.8,0.0,180,0.38333333333333336,0.42292006339221394
58,0.8,0.03,186,0.6505376344086021,0.616841154481556
58,0.8,0.06,177,0.8248587570621468,0.8015565246513454
58,0.8,0.09,163,0.901840490797546,0.9142671424820445
58,0.8,0.12,191,0.9738219895287958,0.9761474970314753
58,0.8,0.15,196,0.9948979591836735,0.9948158272081101
58,1.0,-0.15,214,0.0,0.0027131097897515263
58,1.0,-0.12,168,0.03571428571428571,0.01539613876247428
58,1.0,-0.09,155,0.05161290322580645,0.04402567430247978
58,1.0,-0.06,183,0.09836065573770492,0.11050345634772472
58,1.0,-0.03,187,0.26737967914438504,0.27875744626138127
58,1.0,0.0,180,0.4444444444444444,0.4999800763011596
58,1.0,0.03,186,0.7043010752688172,0.702892698217905
58,1.0,0.06,177,0.903954802259887,0.8714820891373284
58,1.0,0.09,163,0.950920245398773,0.957977973997263
58,1.0,0.12,191,0.9842931937172775,0.9909914597652192
58,1.0,0.15,196,1.0,0.9981449099658901
58,1.2,-0.15,214,0.009345794392523364,0.0058825760724423755
58,1.2,-0.12,168,0.05952380952380952,0.02453252327667919
58,1.2,-0.09,155,0.07096774193548387,0.06546211361430115
58,1.2,-0.06,183,0.1092896174863388,0.130080722189789
58,1.2,-0.03,187,0.24064171122994651,0.2827706508078597
58,1.2,0.0,180,0.4388888888888889,0.48640854625878044
58,1.2,0.03,186,0.6666666666666666,0.6580046256202083
58,1.2,0.06,177,0.8700564971751412,0.8321543713171277
58,1.2,0.09,163,0.9325153374233128,0.9329219433787935
58,1.2,0.12,191,0.9738219895287958,0.9778698895321697
58,1.2,0.15,196,1.0,0.9917242242130958
59,0.8,-0.15,214,0.0,0.0004987624647711965
59,0.8,-0.12,168,0.011904761904761904,0.018032066449437535
59,0.8,-0.09,155,0.04516129032258064,0.02853147410954222
59,0.8,-0.06,183,0.09836065573770492,0.10053183921178038
59,0.8,-0.03,187,0.2192513368983957,0.21919259733712732
59,0.8,0.0,180,0.4222222222222222,0.4157266291438196
59,0.8,0.03,186,0.5967741935483871,0.6075355578281055
59,0.8,0.06,177,0.8192090395480226,0.804586412922589
59,0.8,0.09,163,0.901840490797546,0.9168171814825797
59,0.8,0.12,191,0.9842931937172775,0.9786874674620174
59,0.8,0.15,196,0.9948979591836735,0.9970852499070612
59,1.0,-0.15,214,0.0,0.00022468278279130934
59,1.0,-0.12,168,0.005952380952380952,0.0035178715109371863
59,1.0,-0.09,155,0.01935483870967742,0.011777139017637085
59,1.0,-0.06,183,0.03825136612021858,0.04392757894611134
59,1.0,-0.03,187,0.1657754010695187,0.16418977549585748
59,1.0,0.0,180,0.4111111111111111,0.3902507869922834
59,1.0,0.03,186,0.5967741935483871,0.6328324102975167
59,1.0,0.06,177,0.864406779661017,0.8497920948392739
59,1.0,0.09,163,0.950920245398773,0.9576007017048803
59,1.0,0.12,191,0.9895287958115183,0.9936938277030033
59,1.0,0.15,196,1.0,0.9995375146265347
59,1.2,-0.15,214,0.004672897196261682,0.0015492204047936374
59,1.2,-0.12,168,0.023809523809523808,0.009644437665112951
59,1.2,-0.09,155,0.01935483870967742,0.030283783174207338
59,1.2,-0.06,183,0.06557377049180328,0.07455564545830909
59,1.2,-0.03,187,0.18181818181818182,0.19892259987855898
59,1.2,0.0,180,0.4,0.40068214619076614
59,1.2,0.03,186,0.5645161290322581,0.5964397747445606
59,1.2,0.06,177,0.8192090395480226,0.804019852330939
59,1.2,0.09,163,0.9325153374233128,0.9232615277491685
59,1.2,0.12,191,0.9738219895287958,0.9778002068751488
59,1.2,0.15,196,1.0,0.992420141559416
60,0.8,-0.15,214,0.0,0.0003775997678337495
60,0.8,-0.12,168,0.011904761904761904,0.013950715228530551
60,0.8,-0.09,155,0.025806451612903226,0.022515789991950898
60,0.8,-0.06,183,0.08196721311475409,0.08305216265077763
60,0.8,-0.03,187,0.1925133689839572,0.19276847754279344
60,0.8,0.0,180,0.3611111111111111,0.3759884163046492
60,0.8,0.03,186,0.5806451612903226,0.5703523583631458
60,0.8,0.06,177,0.7853107344632768,0.7701898535136537
60,0.8,0.09,163,0.9202453987730062,0.8974468534370229
60,0.8,0.12,191,0.9633507853403142,0.9718932756304332
60,0.8,0.15,196,0.9948979591836735,0.9950767627665953
60,1.0,-0.15,214,0.0,0.00018325813996329537
60,1.0,-0.12,168,0.005952380952380952,0.0034434541199637966
60,1.0,-0.09,155,0.012903225806451613,0.010439401621537583
60,1.0,-0.06,183,0.03278688524590164,0.042083987681994194
60,1.0,-0.03,187,0.1497326203208556,0.15649028140005608
60,1.0,0.0,180,0.37777777777777777,0.3804554933422282
60,1.0,0.03,186,0.6021505376344086,0.6213172513899922
60,1.0,0.06,177,0.864406779661017,0.8436543100577346
60,1.0,0.09,163,0.9754601226993865,0.9541334512259797
60,1.0,0.12,191,0.9895287958115183,0.9929390676637289
60,1.0,0.15,196,1.0,0.9995814771300882
60,1.2,-0.15,214,0.0,0.0007979906038380017
60,1.2,-0.12,168,0.005952380952380952,0.006518241219697489
60,1.2,-0.09,155,0.03225806451612903,0.02212346554612769
60,1.2,-0.06,183,0.060109289617486336,0.061695074203338716
60,1.2,-0.03,187,0.1497326203208556,0.18452496988133277
60,1.2,0.0,180,0.40555555555555556,0.39069073594578035
60,1.2,0.03,186,0.5752688172043011,0.6022555651369417
60,1.2,0.06,177,0.847457627118644,0.8157026757779643
60,1.2,0.09,163,0.9386503067484663,0.9328275750373387
60,1.2,0.12,191,0.9842931937172775,0.9838148045541396
60,1.2,0.15,196,1.0,0.995549628222099
61,0.8,-0.15,214,0.0,0.0017356983697722115
61,0.8,-0.12,168,0.03571428571428571,0.0300846777750362
61,0.8,-0.09,155,0.05806451612903226,0.049539463295385874
61,0.8,-0.06,183,0.13114754098360656,0.15845724726228957
61,0.8,-0.03,187,0.3155080213903743,0.31454230915457165
61,0.8,0.0,180,0.5555555555555556,0.546490561737246
61,0.8,0.03,186,0.7096774193548387,0.7334693021439223
61,0.8,0.06,177,0.903954802259887,0.8963956399948588
61,0.8,0.09,163,0.9938650306748467,0.9665488909465226
61,0.8,0.12,191,0.9947643979057592,0.9934383024138923
61,0.8,0.15,196,1.0,0.9996769011765305
61,1.0,-0.15,214,0.0,0.0009217120445243816
61,1.0,-0.12,168,0.011904761904761904,0.01102242062704983
61,1.0,-0.09,155,0.025806451612903226,0.03084780879414337
61,1.0,-0.06,183,0.08743169398907104,0.10567658681701365
61,1.0,-0.03,187,0.32085561497326204,0.3003584971707449
61,1.0,0.0,180,0.5833333333333334,0.5640777437671284
61,1.0,0.03,186,0.7580645161290323,0.7881403501287744
61,1.0,0.06,177,0.9265536723163842,0.9310675675037234
61,1.0,0.09,163,1.0,0.9868723526681824
61,1.0,0.12,191,1.0,0.9989632603648788
61,1.0,0.15,196,1.0,0.9999798211408967
61,1.2,-0.15,214,0.0,0.0034660240804387293
61,1.2,-0.12,168,0.017857142857142856,0.02077814811600945
61,1.2,-0.09,155,0.06451612903225806,0.061681095483039336
61,1.2,-0.06,183,0.12568306010928962,0.15243716283188766
61,1.2,-0.03,187,0.37433155080213903,0.36983703050089206
61,1.2,0.0,180,0.6111111111111112,0.6171008726588738
61,1.2,0.03,186,0.7849462365591398,0.810497792820825
61,1.2,0.06,177,0.9491525423728814,0.9345141903177596
61,1.2,0.09,163,1.0,0.9859500040236587
61,1.2,0.12,191,1.0,0.9981929551788061
61,1.2,0.15,196,1.0,0.9997659533479099
