bound,gain,quantile,acoh,correct,n_obs,rt_obs,p_obs,rt_pred,p_pred,n_datasets
2.94,1.0,0.5,0.0,True,1029,313.0,0.4992721979621543,278.83625,0.5012318799433232,80
2.94,1.0,0.5,0.03,False,1060,308.0,0.2418986764034687,269.66375,0.2804077047411063,80
2.94,1.0,0.5,0.03,True,3322,302.5,0.7581013235965313,272.57000000000005,0.7195922952588936,80
2.94,1.0,0.5,0.06,False,479,272.0,0.0992951907131011,238.70625,0.1319160944072454,80
2.94,1.0,0.5,0.06,True,4345,278.0,0.9007048092868989,247.62625000000003,0.8680839055927546,80
2.94,1.0,0.5,0.09,False,177,239.0,0.0329854640327991,206.44750000000005,0.057446775953562935,80
2.94,1.0,0.5,0.09,True,5189,232.0,0.9670145359672008,215.525,0.942553224046437,80
2.94,1.0,0.5,0.12,False,63,182.0,0.0114275349174678,171.71875,0.02432952181569657,80
2.94,1.0,0.5,0.12,True,5450,200.0,0.9885724650825322,183.24625,0.9756704781843032,80
2.94,1.0,0.5,0.15,False,23,162.0,0.0040287265720791,146.44812499999998,0.01018526653690391,80
2.94,1.0,0.5,0.15,True,5686,167.0,0.9959712734279208,156.93125,0.9898147334630961,80
2.94,1.0,0.75,0.0,False,1032,478.5,0.5007278020378457,444.750625,0.4987681200566768,80
2.94,1.0,0.75,0.0,True,1029,474.0,0.4992721979621543,443.56374999999997,0.5012318799433232,80
2.94,1.0,0.75,0.03,False,1060,472.25,0.2418986764034687,428.9200000000001,0.2804077047411063,80
2.94,1.0,0.75,0.03,True,3322,461.0,0.7581013235965313,432.9390625,0.7195922952588936,80
2.94,1.0,0.75,0.06,False,479,427.5,0.0992951907131011,386.745625,0.1319160944072454,80
2.94,1.0,0.75,0.06,True,4345,437.0,0.9007048092868989,394.804375,0.8680839055927546,80
2.94,1.0,0.75,0.09,False,177,358.0,0.0329854640327991,333.38218750000004,0.057446775953562935,80
2.94,1.0,0.75,0.09,True,5189,367.0,0.9670145359672008,340.924375,0.942553224046437,80
2.94,1.0,0.75,0.12,False,63,266.5,0.0114275349174678,268.645625,0.02432952181569657,80
2.94,1.0,0.75,0.12,True,5450,315.0,0.9885724650825322,283.4953125,0.9756704781843032,80
2.94,1.0,0.75,0.15,False,23,274.5,0.0040287265720791,223.76968750000006,0.01018526653690391,80
2.94,1.0,0.75,0.15,True,5686,253.0,0.9959712734279208,235.1640625,0.9898147334630961,80
2.94,1.2,0.25,0.0,False,1510,128.0,0.5033333333333333,124.49437499999999,0.4996683555691459,80
2.94,1.2,0.25,0.0,True,1490,137.0,0.4966666666666666,124.39375,0.500331644430854,80
2.94,1.2,0.25,0.03,False,1807,137.0,0.3017198196693939,120.8346875,0.31494032917998976,80
2.94,1.2,0.25,0.03,True,4182,126.0,0.6982801803306061,121.41875,0.6850596708200103,80
2.94,1.2,0.25,0.06,False,994,122.0,0.1620740257622697,112.10437499999998,0.17511939742562807,80
2.94,1.2,0.25,0.06,True,5139,120.0,0.8379259742377303,112.93218750000001,0.8248806025743718,80
2.94,1.2,0.25,0.09,False,494,117.0,0.0769590278859635,101.05218749999999,0.08947926009857414,80
2.94,1.2,0.25,0.09,True,5925,107.0,0.9230409721140364,102.646875,0.9105207399014258,80
2.94,1.2,0.25,0.12,False,212,91.0,0.0333858267716535,91.04937499999998,0.04339635473526294,80
2.94,1.2,0.25,0.12,True,6138,96.0,0.9666141732283464,92.5109375,0.9566036452647371,80
2.94,1.2,0.25,0.15,False,75,85.0,0.0117462803445575,83.39031250000001,0.020787003197357753,80
2.94,1.2,0.25,0.15,True,6310,83.0,0.9882537196554424,83.54249999999999,0.9792129968026423,80
2.94,1.2,0.5,0.0,False,1510,212.0,0.5033333333333333,210.5125,0.4996683555691459,80
2.94,1.2,0.5,0.0,True,1490,216.0,0.4966666666666666,210.52125000000007,0.500331644430854,80
2.94,1.2,0.5,0.03,False,1807,215.0,0.3017198196693939,202.734375,0.31494032917998976,80
2.94,1.2,0.5,0.03,True,4182,202.0,0.6982801803306061,203.14562500000002,0.6850596708200103,80
2.94,1.2,0.5,0.06,False,994,206.5,0.1620740257622697,184.50750000000002,0.17511939742562807,80
2.94,1.2,0.5,0.06,True,5139,193.0,0.8379259742377303,185.91125,0.8248806025743718,80
2.94,1.2,0.5,0.09,False,494,179.5,0.0769590278859635,161.18125,0.08947926009857414,80
2.94,1.2,0.5,0.09,True,5925,167.0,0.9230409721140364,163.54000000000002,0.9105207399014258,80
2.94,1.2,0.5,0.12,False,212,161.5,0.0333858267716535,140.11437499999997,0.04339635473526294,80
2.94,1.2,0.5,0.12,True,6138,146.0,0.9666141732283464,141.59625,0.9566036452647371,80
2.94,1.2,0.5,0.15,False,75,136.0,0.0117462803445575,122.533125,0.020787003197357753,80
2.94,1.2,0.5,0.15,True,6310,122.5,0.9882537196554424,123.51875,0.9792129968026423,80
2.94,1.2,0.75,0.0,False,1510,350.75,0.5033333333333333,346.4125,0.4996683555691459,80
2.94,1.2,0.75,0.0,True,1490,354.0,0.4966666666666666,347.39718750000003,0.500331644430854,80
2.94,1.2,0.75,0.03,False,1807,337.5,0.3017198196693939,336.1803125,0.31494032917998976,80
2.94,1.2,0.75,0.03,True,4182,328.0,0.6982801803306061,335.95062500000006,0.6850596708200103,80
2.94,1.2,0.75,0.06,False,994,330.0,0.1620740257622697,301.80781250000007,0.17511939742562807,80
2.94,1.2,0.75,0.06,True,5139,311.0,0.8379259742377303,303.34781250000003,0.8248806025743718,80
2.94,1.2,0.75,0.09,False,494,271.0,0.0769590278859635,258.12406250000004,0.08947926009857414,80
2.94,1.2,0.75,0.09,True,5925,267.0,0.9230409721140364,262.58093750000006,0.9105207399014258,80
2.94,1.2,0.75,0.12,False,212,248.0,0.0333858267716535,217.97312500000004,0.04339635473526294,80
2.94,1.2,0.75,0.12,True,6138,229.0,0.9666141732283464,220.47218750000002,0.9566036452647371,80
2.94,1.2,0.75,0.15,False,75,192.0,0.0117462803445575,185.42843750000003,0.020787003197357753,80
2.94,1.2,0.75,0.15,True,6310,187.0,0.9882537196554424,186.210625,0.9792129968026423,80
