seed,gain,slope_net,slope_route1,acc_net,acc_route1,wnet0,wnet1,wnet2,wnet3,wnet4,wnet5,wnet6,wnet7,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7
57,0.8,0.0403541951808006,0.04207627932910154,0.8715,0.865,0.009374180505921452,0.051383685468100695,0.030919833950828462,0.10448079207711358,0.10819026819623719,0.15655727798871547,0.22099472698841402,0.31809923469919277,0.032822869588157444,0.028891710902938912,0.059416366976095765,0.04195067878746817,0.10355418419891316,0.155151413985443,0.24383598458891076,0.33437679084175514
58,0.8,0.026269095623447605,0.02415255532114872,0.874,0.8725,0.052932100648547996,0.07072162094274999,0.09276932013396225,0.1139440470771143,0.0706134760292952,0.16243416172370365,0.14551201256277138,0.2910732607268461,0.060187926690144146,0.08280613690340702,0.06409728544792656,0.09268327973734629,0.14142180495477433,0.12509056690286646,0.2017742729304372,0.23193872629858622
59,0.8,0.04432795918794291,0.04179041565733794,0.8645,0.874,0.026362091467000488,0.02203415790794886,0.0457286856142435,0.070265620492978,0.0946018699393041,0.14197313219691682,0.2440283417172342,0.3550061005450622,0.04899480032981363,0.01673680372425708,0.05074920219979983,0.0504194576212447,0.10574410854678228,0.14552776495888065,0.2377064202809997,0.34412144221979857
60,0.8,0.042855099277720035,0.03946000947470877,0.8705,0.8715,0.020715650920237944,0.03359360229426699,0.06144072933816621,0.06345606883238174,0.09086952238873086,0.13025342649057994,0.25937131752803777,0.34029968208395794,0.043269587370617445,0.03898569670906621,0.0384694977501173,0.07174603505976539,0.116459985962463,0.12568267973092226,0.22580136346413537,0.33958515383562865
61,0.8,0.035849051685413545,0.03499884947331824,0.8645,0.866,0.04562785199403891,0.050818507012222736,0.05984745430721839,0.07617911386780606,0.10945567092744601,0.10935231456331604,0.21900845386883638,0.32971063334600137,0.035765610926415295,0.04033524869146687,0.0738345421006295,0.09508506628874981,0.08429081421224582,0.15547266541119223,0.22434680399042084,0.29086924827052646
42,1.0,0.007771059743242274,0.00640180346359743,0.888,0.904,0.1035631324068225,0.11095851898846522,0.11208112682546828,0.0956075365001744,0.12381250201999439,0.1515243916748514,0.16560038014461606,0.1368524113473407,0.11032212208984878,0.1163779297041551,0.09667393928488915,0.13346716436489536,0.12067289439550385,0.12042079234586357,0.14050319960965674,0.1615619581185836
43,1.0,-0.009891962669604093,-0.011743206038763932,0.8855,0.893,0.19698900688008977,0.15621041828606402,0.11208718795082873,0.0944432232066503,0.10772894810464097,0.0962897057713359,0.14530178540362046,0.09094972428094135,0.17080843649965455,0.14732291528527902,0.15382748456982048,0.12333184188742342,0.11450288165117066,0.11326644328935233,0.08111178407242893,0.09582821262618815
44,1.0,0.0025946170875529384,0.00016909976727061312,0.897,0.893,0.12845806423354672,0.10795281037603761,0.12455596243374917,0.12959801339388338,0.10472194572933789,0.1267529554959058,0.13525915615155984,0.1427010920842483,0.13619859970384435,0.11827916183027441,0.1351316643106053,0.10251652789196396,0.11201436968162923,0.1436030752583275,0.12085894783506095,0.1313976533886967
45,1.0,-0.007589016729392944,-0.008425368547904483,0.892,0.8905,0.17348750519887832,0.13747953403962282,0.13528925138528014,0.09670974047661521,0.11521680661486625,0.11998801541098987,0.13053729213452692,0.09129185463331999,0.16536327269393258,0.14372787606783352,0.12794587253690037,0.12419294398536637,0.1152314710843567,0.1146028465580649,0.12255406838044604,0.08638164858685778
46,1.0,-0.004161029228997998,-0.0020659670626438325,0.89,0.892,0.11627392337779036,0.1539280335529072,0.14712971376272224,0.1275373128792349,0.12004394382558133,0.1042048084025843,0.12293829365555865,0.10794397043278715,0.13167758215279374,0.09926899370342691,0.1529559382438241,0.12125885137546386,0.139839961647248,0.1430141364912859,0.11405032433341215,0.09793421194905394
