g,v,a_bias,g_se,v_se,a_bias_se,nll,n,seed,gain,n_trials,secs,g_lo,g_hi,g_mean,g_sd,g_hdi_lo,g_hdi_hi,g_rhat,g_ess,v_mean,v_sd,v_hdi_lo,v_hdi_hi,v_rhat,v_ess,a_bias_mean,a_bias_sd,a_bias_hdi_lo,a_bias_hdi_hi,a_bias_rhat,a_bias_ess,p_g_gt0,secs_b,g_mle_minus_post,g_diff_in_se
3.845450026148415,42.455080232670056,2.9190850028976785,0.2763204381182649,2.177151440223943,0.6259209895408068,371.44577625957504,2000,52,0.8,2000,143.82069396972656,3.3038619674366165,4.387038084860214,3.628269910812378,0.2398984879255294,3.155599594116211,4.055330276489258,1.0000401735305786,1697.2596815817406,41.22623825073242,2.082777738571167,36.934051513671875,44.80462646484375,1.001792073249817,1965.2228557178748,2.3197507858276367,0.418698251247406,1.5334978103637695,3.0912222862243652,0.9996387958526612,1746.8352893303872,1.0,10.234647750854492,0.2171801153360371,0.785971956381613
4.9417063996370825,55.941085634445514,-5.645593553391204,0.2580369002205631,3.1215666940540134,1.2303954455811827,306.89757510637634,2000,53,0.8,2000,148.27146005630493,4.435954075204779,5.447458724069386,4.5561933517456055,0.2237256467342376,4.152496814727783,4.9902801513671875,0.9999887943267822,2557.6704039682127,52.29335021972656,2.743896722793579,47.086692810058594,57.45930099487305,0.9998360276222228,2854.084848327671,-3.194841146469116,0.5504887104034424,-4.240381717681885,-2.1642961502075195,1.000452756881714,2411.711945881142,1.0,10.276323080062866,0.385513047891477,1.4940229384322579
6.034096160584777,57.10072578401313,-12.517581945009644,0.2795609189716632,3.1029851395172696,2.9208779757881587,325.80222320635414,2000,54,0.8,2000,153.16470980644226,5.486156759400318,6.582035561769237,5.227043151855469,0.2470698654651641,4.7603254318237305,5.6706342697143555,0.999963104724884,2955.617896197895,50.134544372558594,2.5634958744049072,45.22412872314453,54.82331848144531,1.0000195503234863,2952.616195386164,-3.8992760181427,0.6642122864723206,-5.131082534790039,-2.672968864440918,1.0011534690856934,2760.690057327441,1.0,9.01550006866455,0.8070530087293086,2.886859192257531
4.418714357323743,55.29959219526413,-0.1752421746031837,0.2417710587427894,3.024040889965842,0.5444391561424178,292.4579883235342,2000,55,0.8,2000,148.6369652748108,3.9448430821878753,4.8925856324596095,4.452964782714844,0.2373144626617431,4.029271602630615,4.90988826751709,0.9998905658721924,3121.928276153145,55.51875686645508,2.957784414291382,49.967193603515625,60.98954772949219,0.9996944069862366,3231.219381167507,-0.1447403728961944,0.4840111136436462,-1.0233681201934814,0.7936848402023315,0.9994112253189088,3045.786632847626,1.0,9.683859825134276,-0.034250425391101125,-0.1416647036630583
4.854843563787745,54.55029358346224,3.2689610252520778,0.2505107306114182,2.9640264617866565,0.9104958989344576,310.73290418593666,2000,56,0.8,2000,152.87220406532288,4.363842531789365,5.345844595786125,4.702591896057129,0.2342932820320129,4.279702663421631,5.150516510009766,1.00043523311615,2516.448698103569,53.20793151855469,2.774526357650757,48.211151123046875,58.5186767578125,0.9998562335968018,2654.783730674267,2.073437452316284,0.575136661529541,1.0523065328598022,3.2225594520568848,1.001325249671936,2526.7178456778715,1.0,9.187830209732056,0.15225166773061627,0.607765054051847
3.837363579992278,47.09307677281966,-0.3078471123318368,0.2428812645893222,2.481457875372981,0.3578090216424707,329.44882039468894,2000,57,0.8,2000,140.19903779029846,3.3613163013972067,4.31341085858735,3.866405487060547,0.2472692877054214,3.428576946258545,4.362982273101807,1.0008193254470823,2682.432366528362,47.28330612182617,2.4457132816314697,42.64462661743164,51.75754165649414,0.999979555606842,3154.5084181286907,-0.2902887463569641,0.3412587642669678,-0.9442062377929688,0.315786749124527,0.9999141693115234,2901.164811928588,1.0,9.5086669921875,-0.029041907068268813,-0.11957244671537166
2.5051381060898525,32.88781854464369,-0.5766262119158346,0.2637508820331714,1.557223117235172,0.1597308498668078,422.2419673114832,2000,58,0.8,2000,129.283921957016,1.9881863773048367,3.022089834874868,2.5412044525146484,0.2644562423229217,2.05645751953125,3.0364863872528076,0.9998177886009216,2544.491854522543,32.98806381225586,1.5896594524383545,29.86334228515625,35.87139129638672,1.0001273155212402,2439.785309030962,-0.5778428912162781,0.161588117480278,-0.8731168508529663,-0.2755230069160461,1.0007820129394531,2107.6255045969497,1.0,8.00399112701416,-0.03606634642479589,-0.1367439841215769
4.584781019675774,55.89220213295238,-3.0978193549020383,0.250689216180943,3.145894455535751,0.7955456283556172,298.41049245365053,2000,59,0.8,2000,137.87593507766724,4.093430155961126,5.076131883390422,4.447994232177734,0.23222716152668,4.005180835723877,4.886188983917236,0.9997321367263794,3076.6676496998407,54.46672821044922,2.925334930419922,49.062034606933594,59.898094177246094,0.999948263168335,2844.1252254662504,-2.136063575744629,0.5125855207443237,-3.086422920227051,-1.1820348501205444,1.0008662939071655,3074.055001153962,1.0,9.27503776550293,0.13678678749803996,0.5456428863669577
4.429513750141033,52.43847257189526,-4.548568602880902,0.2501316887485385,2.9181821219639295,0.9364528890161656,315.4983744550079,2000,60,0.8,2000,140.69054174423218,3.939255640193897,4.919771860088169,4.099676132202148,0.2187035232782364,3.714289665222168,4.535164833068848,0.9997228980064392,2399.127785632547,49.47773742675781,2.594425916671753,44.60680389404297,54.4771842956543,1.002070665359497,2382.9448994404825,-3.0288026332855225,0.5124342441558838,-3.972045421600342,-2.0916860103607178,0.9994961619377136,2190.682348508991,1.0,10.542495012283323,0.32983761793888444,1.3186558631940297
3.7683376585616832,52.91005356798026,2.2865670042003705,0.2392104958461205,2.8553365331687273,0.5142597561861969,291.48463979847,2000,61,0.8,2000,140.57497906684875,3.299485086703287,4.2371902304200795,3.672513961791992,0.2173645049333572,3.268112897872925,4.076234340667725,0.9996919631958008,2142.7412487930874,52.13331985473633,2.7392094135284424,47.46619415283203,57.57114028930664,1.0003962516784668,2691.396880406278,1.9173262119293213,0.4005747735500335,1.2073205709457395,2.689976215362549,1.0009779930114746,2287.1709881160637,1.0,8.346226930618286,0.09582369676969105,0.40058316183305176
