seed,gain,kind,rep,g_true,v_true,a_bias_true,g,g_se,g_lo,g_hi,v,a_bias,nll,n_trials,sign_ok,covered,secs
46,1.2,theory,1,-6.2,45.245602372478295,-0.1254836199952124,-5.90524155498834,0.3035991426716861,-6.500295874624845,-5.310187235351835,45.97656688520279,-0.17075136772452718,411.9912384307719,2000,True,True,77.46998500823975
51,0.8,fitted,0,3.1204726614578706,48.230982914227766,-3.5189562468521967,2.8753407168725573,0.23553735698977402,2.4136874971726003,3.3369939365725143,46.70261752278257,-3.124317967257426,308.0354387313896,2000,True,True,71.94710898399353
51,0.8,fitted,1,3.1204726614578706,48.230982914227766,-3.5189562468521967,3.215657076366718,0.24113189241753352,2.7430385672283526,3.6882755855050835,46.89987487631979,-4.2197291017034795,314.1413092765671,2000,True,True,82.78830218315125
51,0.8,theory,0,4.3,48.230982914227766,-3.5189562468521967,4.342841808698585,0.2859610073808795,3.7823582342320616,4.903325383165109,42.71556352521418,-3.041146998201602,380.1862131832104,2000,True,True,71.02310991287231
51,0.8,theory,1,4.3,48.230982914227766,-3.5189562468521967,4.674419020755979,0.26465919499702983,4.1556869985618,5.1931510429501575,49.49074509436564,-4.676452906633756,340.63385670628276,2000,True,True,92.59415102005005
51,1.0,fitted,0,-0.8969935672376665,47.43769212585345,-0.5216534007457609,-0.8229018568887572,0.18226607130342448,-1.1801433566434691,-0.4656603571340452,47.05000721583228,-0.5311928559740628,276.1934947461872,2000,True,True,67.39781498908997
51,1.0,fitted,1,-0.8969935672376665,47.43769212585345,-0.5216534007457609,-0.8744942095956745,0.1790108903754689,-1.2253555547315935,-0.5236328644597554,51.504719890833734,-0.6739101995249077,251.60554313122597,2000,True,True,76.94582986831665
51,1.0,theory,0,-1.6,47.43769212585345,-0.5216534007457609,-1.4448134374328738,0.18248673061736076,-1.802487429442901,-1.0871394454228467,52.222862808285676,-0.6324422944514487,256.2524723576134,2000,True,True,72.92123913764954
51,1.0,theory,1,-1.6,47.43769212585345,-0.5216534007457609,-1.566465856783009,0.19812506337883548,-1.9547909810055266,-1.1781407325604913,47.77889056805175,-0.5337891039603054,275.30562608683175,2000,True,True,69.73171186447144
51,1.2,fitted,0,-4.02619194958972,42.894590532672865,-0.2051914285638749,-4.159571180718664,0.2658916746217999,-4.6807188629773915,-3.638423498459936,42.67019675432593,-0.21134018809941374,387.5102597578308,2000,True,True,85.44985914230347
51,1.2,fitted,1,-4.02619194958972,42.894590532672865,-0.2051914285638749,-4.2509810521763765,0.25820559121776543,-4.757064010963196,-3.744898093389556,44.6851188299385,-0.23489050856471455,372.00019155312935,2000,True,True,73.81899690628052
51,1.2,theory,0,-6.2,42.894590532672865,-0.2051914285638749,-6.420181290394407,0.32312230269071995,-7.0535010036682175,-5.786861577120596,42.45602856173163,-0.2008184630748977,460.0660126958171,2000,True,True,83.6856620311737
51,1.2,theory,1,-6.2,42.894590532672865,-0.2051914285638749,-6.172528453823972,0.3253621461349894,-6.810238260248552,-5.534818647399392,44.45967113751725,-0.18646921627436572,433.46460078244456,2000,True,True,77.26971006393433
58,0.8,fitted,0,2.5051381060898525,32.88781854464369,-0.5766262119158346,2.8500090514036,0.25543169635986707,2.3493629265382605,3.3506551762689396,35.763078656304415,-0.48243063592918883,399.84873672295896,2000,True,True,69.50643992424011
58,0.8,fitted,1,2.5051381060898525,32.88781854464369,-0.5766262119158346,2.1159004720837262,0.2499453883539036,1.6260075109100751,2.6057934332573773,34.651011964429784,-0.5899118941609762,390.0435573391627,2000,True,True,74.67979693412781
