tag,kind,gain,k,bound,seed,n,n_seeds,subsample,t_fixed,t_native_ms,omission_frac,rt_min_native_ms,rt_median_native_ms,accuracy,p_choice_plus,draws,tune,chains,total_draws,divergences,divergence_frac,r_hat_max,ess_bulk_min,minutes,priors,edge_a,edge_g,edge_v0p15,edge_z,v_Intercept_mean,v_Intercept_sd,v_Intercept_hdi3,v_Intercept_hdi97,v_Intercept_r_hat,v_Intercept_ess_bulk,v_coherence_signed_mean,v_coherence_signed_sd,v_coherence_signed_hdi3,v_coherence_signed_hdi97,v_coherence_signed_r_hat,v_coherence_signed_ess_bulk,a_mean,a_sd,a_hdi3,a_hdi97,a_r_hat,a_ess_bulk,z_mean,z_sd,z_hdi3,z_hdi97,z_r_hat,z_ess_bulk,g_mean,g_sd,g_hdi3,g_hdi97,g_r_hat,g_ess_bulk,v0p15_mean,v0p15_sd,v0p15_hdi3,v0p15_hdi97,v0p15_r_hat,v0p15_ess_bulk,v0_mean,v0_sd,v0_hdi3,v0_hdi97,v0_r_hat,v0_ess_bulk,vm0p15_mean,vm0p15_sd,vm0p15_hdi3,vm0p15_hdi97,vm0p15_r_hat,vm0p15_ess_bulk,g_nat_mean,g_nat_sd,g_nat_hdi3,g_nat_hdi97,g_nat_r_hat,g_nat_ess_bulk,a_nat_mean,a_nat_sd,a_nat_hdi3,a_nat_hdi97,a_nat_r_hat,a_nat_ess_bulk,v_nat0p15_mean,v_nat0p15_sd,v_nat0p15_hdi3,v_nat0p15_hdi97,v_nat0p15_r_hat,v_nat0p15_ess_bulk
appendix_weibull_g1.0_k4_s42,appendix_weibull,1.0,4.0,1.5,,2000,1,all,0.436,34.0,0.0,35.0,285.0,0.87,0.523,1000,1000,4,4000,0,0.0,1.0,1742.0,2.3006749073664348,box uniform (explicit),0.0,0.0,0.0,0.0,0.039,0.03,-0.016,0.098,1.0,2515.0,11.619,0.288,11.083,12.166,1.0,2371.0,1.206,0.037,1.133,1.273,1.0,1742.0,0.49,0.008,0.475,0.505,1.0,2309.0,-0.106,0.142,-0.367,0.16,1.0,1767.0,1.782,0.052,1.692,1.884,1.0,2532.0,0.039,0.03,-0.016,0.098,1.0,2515.0,-1.704,0.053,-1.81,-1.608,1.0,2159.0,-0.425,0.568,-1.468,0.64,1.0,1767.0,0.603,0.019,0.566,0.637,1.0,1742.0,3.563,0.104,3.383,3.768,1.0,2532.0
appendix_weibull_g1.0_k10_s42,appendix_weibull,1.0,10.0,1.5,,2000,1,all,0.64,34.0,0.0,35.0,285.0,0.87,0.523,1000,1000,4,4000,0,0.0,1.0,1778.0,1.6606584350268045,box uniform (explicit),0.0,0.0,0.0,0.0,0.03,0.021,-0.008,0.069,1.0,2200.0,7.623,0.188,7.274,7.984,1.0,2591.0,2.193,0.045,2.109,2.276,1.0,1778.0,0.486,0.007,0.473,0.499,1.0,2041.0,-0.219,0.034,-0.278,-0.154,1.0,1820.0,1.173,0.034,1.103,1.232,1.0,2381.0,0.03,0.021,-0.008,0.069,1.0,2200.0,-1.114,0.035,-1.183,-1.05,1.0,2414.0,-2.188,0.337,-2.777,-1.535,1.0,1820.0,0.694,0.014,0.667,0.72,1.0,1778.0,3.71,0.109,3.488,3.897,1.0,2381.0
g1.0_k10_b1.5_pooled_hier_n2000_smoke,hierarchical,1.0,10.0,1.5,,2000,20,stratified 100/seed -> 2000,0.35,4.999999999999999,0.00297499999999995,6.0,96.0,0.8305,0.5005,20,20,1,20,0,0.0,,8.0,1.07473091284434,"hierarchical, link_settings=log_logit, explicit wide normals on the logit scale",0.0,0.0,0.0,0.0,-0.055,0.036,-0.093,0.021,,26.0,9.868,0.291,9.272,10.27,,26.0,,,,,,,0.51,0.006,0.497,0.516,,26.0,,,,,,,1.224,0.033,1.169,1.274,,26.0,-0.055,0.036,-0.093,0.021,,26.0,-1.29,0.036,-1.341,-1.225,,23.0,9.164,0.441,8.547,9.676,,8.0,0.326,0.003,0.321,0.332,,11.0,3.871,0.104,3.698,4.027,,26.0
g0.8_k10_b1.5_s42,per_network,0.8,10.0,1.5,42.0,1926,1,all,0.4,10.000000000000004,0.03700000000000003,11.0,153.0,0.8400830737279336,0.5711318795430945,1000,1000,4,4000,0,0.0,1.0,2082.0,2.6297375321388246,box uniform (explicit),0.0,0.5285,0.0,0.0,0.171,0.02,0.134,0.207,1.0,2280.0,8.347,0.225,7.91,8.761,1.0,2794.0,1.216,0.011,1.195,1.238,1.0,2458.0,0.566,0.009,0.548,0.583,1.0,2179.0,0.974,0.024,0.93,1.0,1.0,2082.0,1.423,0.042,1.347,1.501,1.0,2430.0,0.171,0.02,0.134,0.207,1.0,2280.0,-1.081,0.036,-1.147,-1.012,1.0,2988.0,9.745,0.239,9.3,10.0,1.0,2082.0,0.385,0.004,0.378,0.392,1.0,2458.0,4.501,0.132,4.258,4.747,1.0,2430.0
g0.8_k10_b1.5_s43,per_network,0.8,10.0,1.5,43.0,1916,1,all,0.4,10.000000000000004,0.04200000000000004,11.0,150.0,0.860125260960334,0.4394572025052192,1000,1000,4,4000,0,0.0,1.0,2813.0,2.631678553422292,box uniform (explicit),0.0,0.79475,0.0,0.0,-0.103,0.019,-0.139,-0.066,1.0,2813.0,8.183,0.22,7.785,8.611,1.0,3080.0,1.187,0.01,1.168,1.205,1.0,3127.0,0.467,0.009,0.449,0.482,1.0,3007.0,0.987,0.013,0.964,1.0,1.0,2888.0,1.125,0.037,1.056,1.196,1.0,3061.0,-0.103,0.019,-0.139,-0.066,1.0,2813.0,-1.33,0.039,-1.402,-1.256,1.0,2994.0,9.872,0.127,9.641,10.0,1.0,2888.0,0.375,0.003,0.369,0.381,1.0,3127.0,3.557,0.117,3.341,3.782,1.0,3061.0
g0.8_k10_b1.5_s44,per_network,0.8,10.0,1.5,44.0,1920,1,all,0.4,10.000000000000004,0.040000000000000036,11.0,160.0,0.8635416666666667,0.4765625,1000,1000,4,4000,0,0.0,1.0,2264.0,2.0535622358322145,box uniform (explicit),0.0,0.68,0.0,0.0,-0.043,0.019,-0.079,-0.009,1.0,3053.0,8.307,0.218,7.913,8.718,1.0,2425.0,1.238,0.011,1.219,1.258,1.0,2718.0,0.456,0.009,0.438,0.472,1.0,3026.0,0.983,0.017,0.952,1.0,1.0,2264.0,1.203,0.037,1.13,1.266,1.0,2529.0,-0.043,0.019,-0.079,-0.009,1.0,3053.0,-1.289,0.039,-1.363,-1.217,1.0,2583.0,9.826,0.171,9.518,10.0,1.0,2264.0,0.392,0.003,0.385,0.398,1.0,2718.0,3.805,0.116,3.573,4.003,1.0,2529.0
g0.8_k10_b1.5_s45,per_network,0.8,10.0,1.5,45.0,1893,1,all,0.37,7.000000000000001,0.05349999999999999,8.0,150.0,0.8526148969889065,0.4664553618594823,1000,1000,4,4000,0,0.0,1.0,2233.0,1.6431435585021972,box uniform (explicit),0.0,0.64525,0.0,0.0,-0.025,0.019,-0.06,0.012,1.0,2888.0,8.259,0.222,7.863,8.682,1.0,2831.0,1.216,0.011,1.198,1.238,1.0,2633.0,0.444,0.009,0.428,0.461,1.0,2975.0,0.981,0.018,0.948,1.0,1.0,2233.0,1.214,0.037,1.142,1.283,1.0,2816.0,-0.025,0.019,-0.06,0.012,1.0,2888.0,-1.263,0.039,-1.339,-1.192,1.0,2844.0,9.809,0.185,9.477,10.0,1.0,2233.0,0.385,0.003,0.379,0.391,1.0,2633.0,3.84,0.119,3.612,4.057,1.0,2816.0
g0.8_k10_b1.5_s46,per_network,0.8,10.0,1.5,46.0,1935,1,all,0.37,7.000000000000001,0.03249999999999997,8.0,145.0,0.834625322997416,0.45891472868217054,1000,1000,4,4000,0,0.0,1.0,2025.0,1.388555367787679,box uniform (explicit),0.0,0.49275,0.0,0.0,-0.066,0.02,-0.104,-0.029,1.0,2636.0,8.003,0.225,7.597,8.438,1.0,2693.0,1.184,0.011,1.165,1.205,1.0,2544.0,0.497,0.009,0.48,0.515,1.0,2473.0,0.971,0.028,0.922,1.0,1.0,2025.0,1.135,0.039,1.061,1.206,1.0,2753.0,-0.066,0.02,-0.104,-0.029,1.0,2636.0,-1.266,0.04,-1.345,-1.197,1.0,2692.0,9.713,0.276,9.22,10.0,1.0,2025.0,0.375,0.004,0.368,0.381,1.0,2544.0,3.588,0.123,3.356,3.812,1.0,2753.0
g0.8_k10_b1.5_s47,per_network,0.8,10.0,1.5,47.0,1943,1,all,0.39,9.000000000000004,0.02849999999999997,10.0,141.0,0.8481729284611426,0.471950591868245,1000,1000,4,4000,0,0.0,1.0,2128.0,2.446922067801158,box uniform (explicit),0.0,0.612,0.0,0.0,-0.101,0.02,-0.141,-0.066,1.0,2656.0,8.315,0.232,7.909,8.779,1.0,2881.0,1.161,0.01,1.144,1.181,1.0,2554.0,0.475,0.009,0.458,0.493,1.0,2536.0,0.979,0.02,0.942,1.0,1.0,2128.0,1.146,0.038,1.071,1.213,1.0,2986.0,-0.101,0.02,-0.141,-0.066,1.0,2656.0,-1.349,0.042,-1.422,-1.264,1.0,2700.0,9.793,0.201,9.419,10.0,1.0,2128.0,0.367,0.003,0.362,0.373,1.0,2554.0,3.624,0.12,3.387,3.836,1.0,2986.0
g0.8_k10_b1.5_s48,per_network,0.8,10.0,1.5,48.0,1951,1,all,0.43,13.000000000000002,0.024499999999999966,14.0,134.0,0.8457201435161456,0.5638134290107637,1000,1000,4,4000,0,0.0,1.0,2732.0,2.817137877146403,box uniform (explicit),0.0,0.83725,0.0,0.0,0.139,0.02,0.1,0.177,1.0,2949.0,8.316,0.227,7.893,8.74,1.0,2961.0,1.142,0.009,1.124,1.159,1.0,3244.0,0.56,0.009,0.544,0.577,1.0,2963.0,0.989,0.011,0.97,1.0,1.0,2732.0,1.387,0.042,1.304,1.463,1.0,2788.0,0.139,0.02,0.1,0.177,1.0,2949.0,-1.108,0.037,-1.179,-1.042,1.0,3231.0,9.89,0.107,9.699,10.0,1.0,2732.0,0.361,0.003,0.355,0.366,1.0,3244.0,4.386,0.134,4.124,4.626,1.0,2788.0
g0.8_k10_b1.5_s49,per_network,0.8,10.0,1.5,49.0,1919,1,all,0.4,10.000000000000004,0.04049999999999998,11.0,156.0,0.8577384054194893,0.42574257425742573,1000,1000,4,4000,0,0.0,1.0,2513.0,1.7250753839810689,box uniform (explicit),0.0,0.70275,0.0,0.0,-0.154,0.019,-0.19,-0.117,1.0,3132.0,8.6,0.221,8.199,9.019,1.0,2702.0,1.224,0.011,1.205,1.245,1.0,2629.0,0.449,0.009,0.431,0.464,1.0,3327.0,0.983,0.017,0.954,1.0,1.0,2513.0,1.136,0.037,1.069,1.205,1.0,3015.0,-0.154,0.019,-0.19,-0.117,1.0,3132.0,-1.444,0.04,-1.518,-1.37,1.0,2625.0,9.835,0.167,9.54,10.0,1.0,2513.0,0.387,0.003,0.381,0.394,1.0,2629.0,3.592,0.116,3.381,3.81,1.0,3015.0
g0.8_k10_b1.5_s50,per_network,0.8,10.0,1.5,50.0,1969,1,all,0.37,7.000000000000001,0.015499999999999958,8.0,125.0,0.8288471305231082,0.48857287963433216,1000,1000,4,4000,0,0.0,1.0,2281.0,1.640371076265971,box uniform (explicit),0.0,0.647,0.0,0.0,0.008,0.021,-0.033,0.046,1.0,3195.0,8.283,0.231,7.843,8.71,1.0,3119.0,1.123,0.009,1.105,1.139,1.0,3043.0,0.512,0.009,0.496,0.529,1.0,3138.0,0.981,0.018,0.948,1.0,1.0,2281.0,1.25,0.041,1.169,1.323,1.0,2963.0,0.008,0.021,-0.033,0.046,1.0,3195.0,-1.234,0.039,-1.306,-1.159,1.0,3308.0,9.811,0.184,9.483,10.0,1.0,2281.0,0.355,0.003,0.349,0.36,1.0,3043.0,3.954,0.131,3.697,4.182,1.0,2963.0
g0.8_k10_b1.5_s51,per_network,0.8,10.0,1.5,51.0,1885,1,all,0.38,8.000000000000002,0.057499999999999996,9.0,167.0,0.8588859416445623,0.5437665782493368,1000,1000,4,4000,0,0.0,1.0,2196.0,2.6733609636624656,box uniform (explicit),0.0,0.57175,0.0,0.0,0.106,0.019,0.071,0.141,1.0,2572.0,8.415,0.218,7.973,8.802,1.0,3038.0,1.266,0.012,1.244,1.288,1.0,2685.0,0.564,0.009,0.548,0.582,1.0,3131.0,0.977,0.021,0.938,1.0,1.0,2196.0,1.368,0.04,1.295,1.443,1.0,2826.0,0.106,0.019,0.071,0.141,1.0,2572.0,-1.156,0.035,-1.222,-1.09,1.0,3285.0,9.772,0.215,9.381,10.0,1.0,2196.0,0.4,0.004,0.393,0.407,1.0,2685.0,4.327,0.126,4.094,4.564,1.0,2826.0
g0.8_k10_b1.5_s52,per_network,0.8,10.0,1.5,52.0,1935,1,all,0.35,4.999999999999999,0.03249999999999997,6.0,152.0,0.8532299741602067,0.5343669250645995,1000,1000,4,4000,0,0.0,1.0,1990.0,2.0327523787816366,box uniform (explicit),0.0,0.4405,0.0,0.0,0.131,0.02,0.095,0.171,1.0,2656.0,8.191,0.217,7.794,8.613,1.0,2989.0,1.224,0.012,1.201,1.245,1.0,2723.0,0.521,0.009,0.503,0.537,1.0,2603.0,0.968,0.029,0.913,1.0,1.0,1990.0,1.36,0.04,1.287,1.437,1.0,2699.0,0.131,0.02,0.095,0.171,1.0,2656.0,-1.097,0.036,-1.166,-1.031,1.0,3141.0,9.68,0.291,9.134,10.0,1.0,1990.0,0.387,0.004,0.38,0.394,1.0,2723.0,4.301,0.126,4.07,4.544,1.0,2699.0
g0.8_k10_b1.5_s53,per_network,0.8,10.0,1.5,53.0,1944,1,all,0.38,8.000000000000002,0.028000000000000025,9.0,141.0,0.8549382716049383,0.4783950617283951,1000,1000,4,4000,0,0.0,1.0,2374.0,2.5782530625661213,box uniform (explicit),0.0,0.69225,0.0,0.0,-0.085,0.019,-0.122,-0.049,1.0,3155.0,8.403,0.223,7.98,8.816,1.0,2901.0,1.171,0.01,1.152,1.189,1.0,2790.0,0.528,0.009,0.51,0.543,1.0,2836.0,0.983,0.016,0.954,1.0,1.0,2374.0,1.175,0.038,1.109,1.251,1.0,2842.0,-0.085,0.019,-0.122,-0.049,1.0,3155.0,-1.346,0.039,-1.42,-1.274,1.0,2996.0,9.834,0.161,9.544,10.0,1.0,2374.0,0.37,0.003,0.364,0.376,1.0,2790.0,3.717,0.12,3.506,3.955,1.0,2842.0
g0.8_k10_b1.5_s54,per_network,0.8,10.0,1.5,54.0,1941,1,all,0.38,8.000000000000002,0.02949999999999997,9.0,135.0,0.8119526017516744,0.4327666151468315,1000,1000,4,4000,0,0.0,1.0,2428.0,1.638361930847168,box uniform (explicit),0.0,0.69275,0.0,0.0,-0.139,0.019,-0.175,-0.103,1.0,2916.0,8.116,0.232,7.692,8.557,1.0,2793.0,1.149,0.01,1.13,1.166,1.0,2844.0,0.45,0.008,0.435,0.466,1.0,2825.0,0.983,0.016,0.954,1.0,1.0,2428.0,1.078,0.038,1.002,1.143,1.0,3050.0,-0.139,0.019,-0.175,-0.103,1.0,2916.0,-1.356,0.041,-1.433,-1.278,1.0,2560.0,9.833,0.162,9.539,10.0,1.0,2428.0,0.363,0.003,0.357,0.369,1.0,2844.0,3.41,0.121,3.168,3.616,1.0,3050.0
g0.8_k10_b1.5_s55,per_network,0.8,10.0,1.5,55.0,1928,1,all,0.38,8.000000000000002,0.03600000000000003,9.0,152.0,0.8547717842323651,0.4636929460580913,1000,1000,4,4000,0,0.0,1.0,2351.0,2.4532122055689496,box uniform (explicit),0.0,0.61175,0.0,0.0,-0.134,0.019,-0.17,-0.098,1.0,3027.0,8.472,0.223,8.05,8.879,1.0,2561.0,1.214,0.011,1.194,1.235,1.0,2741.0,0.468,0.009,0.451,0.484,1.0,3171.0,0.979,0.02,0.941,1.0,1.0,2351.0,1.137,0.036,1.063,1.199,1.0,2736.0,-0.134,0.019,-0.17,-0.098,1.0,3027.0,-1.404,0.041,-1.481,-1.326,1.0,2725.0,9.791,0.204,9.413,10.0,1.0,2351.0,0.384,0.003,0.378,0.391,1.0,2741.0,3.597,0.114,3.361,3.793,1.0,2736.0
g0.8_k10_b1.5_s56,per_network,0.8,10.0,1.5,56.0,1952,1,all,0.41,11.0,0.02400000000000002,12.0,136.0,0.8632172131147541,0.5076844262295082,1000,1000,4,4000,0,0.0,1.0,2158.0,1.989894946416219,box uniform (explicit),0.0,0.75025,0.0,0.0,0.04,0.02,0.004,0.078,1.0,2883.0,9.055,0.238,8.61,9.492,1.0,2672.0,1.152,0.01,1.134,1.171,1.0,2834.0,0.459,0.009,0.442,0.475,1.0,2837.0,0.986,0.014,0.96,1.0,1.0,2158.0,1.398,0.041,1.317,1.47,1.0,2588.0,0.04,0.02,0.004,0.078,1.0,2883.0,-1.318,0.04,-1.393,-1.243,1.0,2884.0,9.856,0.139,9.603,10.0,1.0,2158.0,0.364,0.003,0.359,0.37,1.0,2834.0,4.421,0.131,4.163,4.649,1.0,2588.0
g0.8_k10_b1.5_s57,per_network,0.8,10.0,1.5,57.0,1869,1,all,0.44,14.000000000000002,0.0655,15.0,176.0,0.8871054039593366,0.49812734082397003,1000,1000,4,4000,0,0.0,1.0,2635.0,2.302771067619324,box uniform (explicit),0.0,0.88375,0.0,0.0,-0.033,0.019,-0.065,0.004,1.0,3125.0,8.138,0.209,7.744,8.525,1.0,3331.0,1.249,0.01,1.231,1.269,1.0,3134.0,0.471,0.009,0.455,0.488,1.0,3597.0,0.991,0.009,0.974,1.0,1.0,2635.0,1.188,0.035,1.124,1.256,1.0,3408.0,-0.033,0.019,-0.065,0.004,1.0,3125.0,-1.254,0.038,-1.325,-1.184,1.0,3286.0,9.907,0.094,9.736,10.0,1.0,2635.0,0.395,0.003,0.389,0.401,1.0,3134.0,3.756,0.11,3.554,3.97,1.0,3408.0
g0.8_k10_b1.5_s58,per_network,0.8,10.0,1.5,58.0,1961,1,all,0.35,4.999999999999999,0.019499999999999962,6.0,137.0,0.8500764915859256,0.534931157572667,1000,1000,4,4000,0,0.0,1.0,2368.0,3.031811515490214,box uniform (explicit),0.0,0.485,0.0,0.0,0.004,0.02,-0.031,0.042,1.0,2885.0,8.518,0.227,8.095,8.935,1.0,3048.0,1.19,0.011,1.17,1.211,1.0,2990.0,0.544,0.009,0.527,0.56,1.0,2983.0,0.972,0.026,0.926,1.0,1.0,2368.0,1.282,0.039,1.209,1.353,1.0,2965.0,0.004,0.02,-0.031,0.042,1.0,2885.0,-1.273,0.04,-1.347,-1.198,1.0,3035.0,9.72,0.256,9.258,10.0,1.0,2368.0,0.376,0.003,0.37,0.383,1.0,2990.0,4.054,0.122,3.822,4.279,1.0,2965.0
g0.8_k10_b1.5_s59,per_network,0.8,10.0,1.5,59.0,1938,1,all,0.43,13.000000000000002,0.031000000000000028,14.0,156.5,0.8648090815273478,0.5490196078431373,1000,1000,4,4000,0,0.0,1.0,1848.0,3.1662519296010334,box uniform (explicit),0.0,0.33575,0.0,0.0,0.028,0.02,-0.006,0.068,1.0,2515.0,8.781,0.228,8.354,9.215,1.0,2777.0,1.242,0.013,1.217,1.267,1.0,2324.0,0.609,0.009,0.593,0.625,1.0,2496.0,0.958,0.036,0.89,1.0,1.0,1848.0,1.345,0.041,1.264,1.418,1.0,2628.0,0.028,0.02,-0.006,0.068,1.0,2515.0,-1.289,0.038,-1.363,-1.219,1.0,2783.0,9.58,0.361,8.903,10.0,1.0,1848.0,0.393,0.004,0.385,0.401,1.0,2324.0,4.252,0.129,3.997,4.483,1.0,2628.0
g0.8_k10_b1.5_s60,per_network,0.8,10.0,1.5,60.0,1961,1,all,0.41,11.0,0.019499999999999962,12.0,135.0,0.8306986231514534,0.4553799082100969,1000,1000,4,4000,0,0.0,1.0,2463.0,2.108402307828267,box uniform (explicit),0.0,0.73775,0.0,0.0,-0.15,0.02,-0.188,-0.114,1.0,3420.0,8.27,0.231,7.824,8.683,1.0,2911.0,1.143,0.009,1.126,1.16,1.0,2695.0,0.487,0.009,0.469,0.502,1.0,3315.0,0.985,0.015,0.959,1.0,1.0,2463.0,1.09,0.038,1.021,1.162,1.0,3123.0,-0.15,0.02,-0.188,-0.114,1.0,3420.0,-1.391,0.042,-1.468,-1.31,1.0,2966.0,9.852,0.145,9.592,10.0,1.0,2463.0,0.361,0.003,0.356,0.367,1.0,2695.0,3.447,0.119,3.23,3.674,1.0,3123.0
g0.8_k10_b1.5_s61,per_network,0.8,10.0,1.5,61.0,1954,1,all,0.39,9.000000000000004,0.02300000000000002,10.0,130.0,0.8357215967246674,0.39508700102354144,1000,1000,4,4000,0,0.0,1.0,2132.0,2.0453373193740845,box uniform (explicit),0.0,0.5525,0.0,0.0,-0.192,0.021,-0.23,-0.152,1.0,2784.0,8.631,0.229,8.221,9.09,1.0,2565.0,1.176,0.011,1.155,1.197,1.0,2658.0,0.418,0.009,0.402,0.434,1.0,2971.0,0.976,0.023,0.932,1.0,1.0,2132.0,1.102,0.037,1.033,1.172,1.0,3024.0,-0.192,0.021,-0.23,-0.152,1.0,2784.0,-1.487,0.043,-1.564,-1.406,1.0,2480.0,9.759,0.234,9.321,10.0,1.0,2132.0,0.372,0.003,0.365,0.378,1.0,2658.0,3.486,0.116,3.267,3.705,1.0,3024.0
