tag,kind,gain,k,bound,seed,n,n_seeds,subsample,t_fixed,t_native_ms,omission_frac,rt_min_native_ms,rt_median_native_ms,accuracy,p_choice_plus,draws,tune,chains,total_draws,divergences,divergence_frac,r_hat_max,ess_bulk_min,minutes,priors,edge_a,edge_g,edge_v0p15,edge_z,v_Intercept_mean,v_Intercept_sd,v_Intercept_hdi3,v_Intercept_hdi97,v_Intercept_r_hat,v_Intercept_ess_bulk,v_coherence_signed_mean,v_coherence_signed_sd,v_coherence_signed_hdi3,v_coherence_signed_hdi97,v_coherence_signed_r_hat,v_coherence_signed_ess_bulk,a_mean,a_sd,a_hdi3,a_hdi97,a_r_hat,a_ess_bulk,z_mean,z_sd,z_hdi3,z_hdi97,z_r_hat,z_ess_bulk,g_mean,g_sd,g_hdi3,g_hdi97,g_r_hat,g_ess_bulk,v0p15_mean,v0p15_sd,v0p15_hdi3,v0p15_hdi97,v0p15_r_hat,v0p15_ess_bulk,v0_mean,v0_sd,v0_hdi3,v0_hdi97,v0_r_hat,v0_ess_bulk,vm0p15_mean,vm0p15_sd,vm0p15_hdi3,vm0p15_hdi97,vm0p15_r_hat,vm0p15_ess_bulk,g_nat_mean,g_nat_sd,g_nat_hdi3,g_nat_hdi97,g_nat_r_hat,g_nat_ess_bulk,a_nat_mean,a_nat_sd,a_nat_hdi3,a_nat_hdi97,a_nat_r_hat,a_nat_ess_bulk,v_nat0p15_mean,v_nat0p15_sd,v_nat0p15_hdi3,v_nat0p15_hdi97,v_nat0p15_r_hat,v_nat0p15_ess_bulk
g0.8_k16_b1.5_s53,per_network,0.8,16.0,1.5,53.0,1944,1,all,0.428,8.0,0.028000000000000025,9.0,141.0,0.8549382716049383,0.4783950617283951,1000,1000,4,4000,0,0.0,1.0,2371.0,1.759110685189565,box uniform (explicit),0.0,0.757,0.0,0.0,-0.063,0.016,-0.092,-0.033,1.0,2967.0,7.055,0.192,6.679,7.397,1.0,3001.0,1.38,0.012,1.36,1.405,1.0,2867.0,0.53,0.01,0.512,0.549,1.0,3381.0,0.986,0.014,0.96,1.0,1.0,2371.0,0.995,0.032,0.935,1.053,1.0,3074.0,-0.063,0.016,-0.092,-0.033,1.0,2967.0,-1.121,0.034,-1.181,-1.055,1.0,2946.0,15.776,0.224,15.363,16.0,1.0,2371.0,0.345,0.003,0.34,0.351,1.0,2867.0,3.981,0.128,3.738,4.211,1.0,3074.0
g0.8_k16_b1.5_s54,per_network,0.8,16.0,1.5,54.0,1941,1,all,0.428,8.0,0.02949999999999997,9.0,135.0,0.8119526017516744,0.4327666151468315,1000,1000,4,4000,0,0.0,1.0,2265.0,1.9078913450241088,box uniform (explicit),0.0,0.77675,0.0,0.0,-0.119,0.016,-0.148,-0.087,1.0,3304.0,6.776,0.195,6.411,7.143,1.0,3123.0,1.353,0.011,1.333,1.374,1.0,3082.0,0.446,0.009,0.429,0.464,1.0,3217.0,0.987,0.013,0.962,1.0,1.0,2265.0,0.898,0.032,0.838,0.957,1.0,3526.0,-0.119,0.016,-0.148,-0.087,1.0,3304.0,-1.135,0.035,-1.2,-1.071,1.0,2943.0,15.785,0.211,15.394,16.0,1.0,2265.0,0.338,0.003,0.333,0.344,1.0,3082.0,3.591,0.126,3.353,3.827,1.0,3526.0
g0.8_k16_b1.5_s55,per_network,0.8,16.0,1.5,55.0,1928,1,all,0.428,8.0,0.03600000000000003,9.0,152.0,0.8547717842323651,0.4636929460580913,1000,1000,4,4000,0,0.0,1.0,2478.0,1.4680793642997743,box uniform (explicit),0.0,0.696,0.0,0.0,-0.111,0.016,-0.142,-0.082,1.0,3023.0,7.145,0.191,6.786,7.506,1.0,3246.0,1.427,0.013,1.403,1.45,1.0,2709.0,0.463,0.01,0.444,0.481,1.0,3001.0,0.984,0.016,0.955,1.0,1.0,2478.0,0.961,0.03,0.906,1.021,1.0,3357.0,-0.111,0.016,-0.142,-0.082,1.0,3023.0,-1.183,0.035,-1.249,-1.117,1.0,3068.0,15.738,0.253,15.284,16.0,1.0,2478.0,0.357,0.003,0.351,0.362,1.0,2709.0,3.844,0.122,3.622,4.085,1.0,3357.0
g0.8_k16_b1.5_s56,per_network,0.8,16.0,1.5,56.0,1952,1,all,0.476,11.0,0.02400000000000002,12.0,136.0,0.8632172131147541,0.5076844262295082,1000,1000,4,4000,0,0.0,1.0,2531.0,1.2823046326637269,box uniform (explicit),0.0,0.80925,0.0,0.0,0.033,0.016,0.002,0.064,1.0,3098.0,7.594,0.2,7.23,7.977,1.0,2663.0,1.36,0.011,1.339,1.381,1.0,3025.0,0.453,0.01,0.435,0.471,1.0,3272.0,0.988,0.012,0.968,1.0,1.0,2531.0,1.172,0.034,1.108,1.237,1.0,2623.0,0.033,0.016,0.002,0.064,1.0,3098.0,-1.106,0.034,-1.168,-1.043,1.0,2916.0,15.811,0.187,15.483,16.0,1.0,2531.0,0.34,0.003,0.335,0.345,1.0,3025.0,4.689,0.138,4.433,4.946,1.0,2623.0
g0.8_k16_b1.5_s57,per_network,0.8,16.0,1.5,57.0,1869,1,all,0.524,14.000000000000002,0.0655,15.0,176.0,0.8871054039593366,0.49812734082397003,1000,1000,4,4000,0,0.0,1.0,2471.0,1.19028799533844,box uniform (explicit),0.0,0.9465,0.0,0.0,-0.024,0.015,-0.053,0.003,1.0,3077.0,6.969,0.185,6.635,7.32,1.0,2471.0,1.475,0.012,1.453,1.499,1.0,3134.0,0.463,0.01,0.445,0.483,1.0,3126.0,0.993,0.007,0.981,1.0,1.0,2494.0,1.021,0.031,0.966,1.082,1.0,2633.0,-0.024,0.015,-0.053,0.003,1.0,3077.0,-1.069,0.033,-1.128,-1.007,1.0,2511.0,15.89,0.109,15.692,16.0,1.0,2494.0,0.369,0.003,0.363,0.375,1.0,3134.0,4.085,0.123,3.866,4.328,1.0,2633.0
g0.8_k16_b1.5_s58,per_network,0.8,16.0,1.5,58.0,1961,1,all,0.38,5.000000000000001,0.019499999999999962,6.0,137.0,0.8500764915859256,0.534931157572667,1000,1000,4,4000,0,0.0,1.0,1959.0,1.440613845984141,box uniform (explicit),0.0,0.52,0.0,0.0,0.014,0.016,-0.017,0.042,1.0,2806.0,7.111,0.195,6.746,7.477,1.0,2752.0,1.399,0.013,1.375,1.424,1.0,2709.0,0.542,0.01,0.523,0.56,1.0,2601.0,0.974,0.024,0.929,1.0,1.0,1959.0,1.081,0.033,1.021,1.142,1.0,2513.0,0.014,0.016,-0.017,0.042,1.0,2806.0,-1.052,0.034,-1.117,-0.991,1.0,3051.0,15.58,0.391,14.863,16.0,1.0,1959.0,0.35,0.003,0.344,0.356,1.0,2709.0,4.324,0.131,4.083,4.57,1.0,2513.0
g0.8_k16_b1.5_s59,per_network,0.8,16.0,1.5,59.0,1938,1,all,0.508,13.000000000000002,0.031000000000000028,14.0,156.5,0.8648090815273478,0.5490196078431373,1000,1000,4,4000,0,0.0,1.0,2179.0,1.41531507174174,box uniform (explicit),0.0,0.48625,0.0,0.0,0.048,0.016,0.019,0.078,1.0,2686.0,7.376,0.2,7.004,7.755,1.0,3176.0,1.454,0.015,1.426,1.482,1.0,2972.0,0.608,0.009,0.591,0.625,1.0,2834.0,0.971,0.026,0.924,1.0,1.0,2179.0,1.154,0.035,1.089,1.22,1.0,2995.0,0.048,0.016,0.019,0.078,1.0,2686.0,-1.059,0.033,-1.124,-1.0,1.0,3418.0,15.544,0.422,14.784,16.0,1.0,2179.0,0.364,0.004,0.357,0.37,1.0,2972.0,4.617,0.139,4.354,4.882,1.0,2995.0
g0.8_k16_b1.5_s60,per_network,0.8,16.0,1.5,60.0,1961,1,all,0.476,11.0,0.019499999999999962,12.0,135.0,0.8306986231514534,0.4553799082100969,1000,1000,4,4000,0,0.0,1.0,2208.0,1.357713238398234,box uniform (explicit),0.0,0.80425,0.0,0.0,-0.125,0.016,-0.154,-0.095,1.0,3258.0,6.915,0.195,6.548,7.278,1.0,2906.0,1.347,0.011,1.326,1.367,1.0,3315.0,0.486,0.01,0.468,0.505,1.0,2865.0,0.987,0.013,0.965,1.0,1.0,2208.0,0.913,0.031,0.855,0.974,1.0,2941.0,-0.125,0.016,-0.154,-0.095,1.0,3258.0,-1.162,0.035,-1.228,-1.096,1.0,3076.0,15.8,0.202,15.441,16.0,1.0,2208.0,0.337,0.003,0.331,0.342,1.0,3315.0,3.651,0.125,3.421,3.895,1.0,2941.0
g0.8_k16_b1.5_s61,per_network,0.8,16.0,1.5,61.0,1954,1,all,0.444,9.000000000000002,0.02300000000000002,10.0,130.0,0.8357215967246674,0.39508700102354144,1000,1000,4,4000,0,0.0,1.0,1982.0,1.2133886218070984,box uniform (explicit),0.0,0.672,0.0,0.0,-0.172,0.017,-0.204,-0.141,1.0,3281.0,7.251,0.195,6.895,7.624,1.0,3175.0,1.383,0.012,1.36,1.406,1.0,2890.0,0.415,0.01,0.397,0.432,1.0,3199.0,0.982,0.017,0.951,1.0,1.0,1982.0,0.915,0.032,0.86,0.978,1.0,3578.0,-0.172,0.017,-0.204,-0.141,1.0,3281.0,-1.26,0.036,-1.324,-1.193,1.0,2923.0,15.714,0.275,15.211,16.0,1.0,1982.0,0.346,0.003,0.34,0.351,1.0,2890.0,3.661,0.126,3.438,3.91,1.0,3578.0
g1.0_k16_b1.5_s42,per_network,1.0,16.0,1.5,42.0,1996,1,all,0.444,9.000000000000002,0.0020000000000000018,10.0,103.0,0.8166332665330661,0.5490981963927856,1000,1000,4,4000,0,0.0,1.0,2128.0,1.3406637072563172,box uniform (explicit),0.0,0.5095,0.0,0.0,0.106,0.018,0.072,0.139,1.0,3226.0,7.331,0.212,6.905,7.713,1.0,2902.0,1.217,0.011,1.198,1.238,1.0,2240.0,0.556,0.009,0.54,0.574,1.0,3229.0,0.973,0.025,0.927,1.0,1.0,2128.0,1.206,0.039,1.129,1.275,1.0,2848.0,0.106,0.018,0.072,0.139,1.0,3226.0,-0.993,0.034,-1.058,-0.931,1.0,3148.0,15.575,0.396,14.831,15.999,1.0,2128.0,0.304,0.003,0.299,0.31,1.0,2240.0,4.824,0.155,4.516,5.101,1.0,2848.0
g1.0_k16_b1.5_s43,per_network,1.0,16.0,1.5,43.0,1993,1,all,0.428,8.0,0.0034999999999999476,9.0,100.0,0.831409934771701,0.45559458103361766,1000,1000,4,4000,0,0.0,1.0,2137.0,1.357436462243398,box uniform (explicit),0.0,0.61875,0.0,0.0,-0.045,0.018,-0.081,-0.012,1.0,3094.0,7.354,0.208,6.965,7.74,1.0,3119.0,1.219,0.01,1.2,1.239,1.0,3009.0,0.461,0.009,0.445,0.478,1.0,3012.0,0.98,0.019,0.945,1.0,1.0,2137.0,1.058,0.036,0.988,1.122,1.0,3317.0,-0.045,0.018,-0.081,-0.012,1.0,3094.0,-1.148,0.036,-1.217,-1.08,1.0,2951.0,15.678,0.308,15.118,16.0,1.0,2137.0,0.305,0.003,0.3,0.31,1.0,3009.0,4.231,0.143,3.953,4.487,1.0,3317.0
g1.0_k16_b1.5_s44,per_network,1.0,16.0,1.5,44.0,1990,1,all,0.444,9.000000000000002,0.0050000000000000044,10.0,106.0,0.8185929648241206,0.4829145728643216,1000,1000,4,4000,0,0.0,1.0,2424.0,1.4094643394152324,box uniform (explicit),0.0,0.658,0.0,0.0,-0.02,0.018,-0.052,0.015,1.0,3043.0,7.075,0.202,6.7,7.457,1.0,3029.0,1.236,0.01,1.217,1.254,1.0,3243.0,0.459,0.009,0.443,0.477,1.0,3367.0,0.982,0.017,0.951,1.0,1.0,2424.0,1.042,0.034,0.978,1.105,1.0,3176.0,-0.02,0.018,-0.052,0.015,1.0,3043.0,-1.081,0.037,-1.149,-1.014,1.0,2922.0,15.714,0.269,15.213,16.0,1.0,2424.0,0.309,0.003,0.304,0.314,1.0,3243.0,4.166,0.135,3.914,4.42,1.0,3176.0
g1.0_k16_b1.5_s45,per_network,1.0,16.0,1.5,45.0,1989,1,all,0.396,6.000000000000002,0.005499999999999949,7.0,105.0,0.8275515334338863,0.4685771744595274,1000,1000,4,4000,0,0.0,1.0,2377.0,1.1555251916249594,box uniform (explicit),0.0,0.56225,0.0,0.0,-0.021,0.018,-0.055,0.013,1.0,3047.0,7.435,0.209,7.017,7.818,1.0,3076.0,1.24,0.011,1.219,1.26,1.0,2874.0,0.453,0.009,0.436,0.469,1.0,2878.0,0.977,0.022,0.939,1.0,1.0,2377.0,1.095,0.035,1.025,1.157,1.0,2926.0,-0.021,0.018,-0.055,0.013,1.0,3047.0,-1.136,0.037,-1.203,-1.068,1.0,3148.0,15.634,0.345,15.021,16.0,1.0,2377.0,0.31,0.003,0.305,0.315,1.0,2874.0,4.378,0.142,4.098,4.629,1.0,2926.0
g1.0_k16_b1.5_s46,per_network,1.0,16.0,1.5,46.0,1992,1,all,0.396,6.000000000000002,0.0040000000000000036,7.0,98.0,0.8062248995983936,0.47740963855421686,1000,1000,4,4000,0,0.0,1.0,1596.0,1.5841428319613138,box uniform (explicit),0.0,0.27125,0.0,0.0,-0.03,0.019,-0.066,0.005,1.0,2900.0,7.077,0.213,6.676,7.473,1.0,3169.0,1.213,0.014,1.189,1.241,1.0,2359.0,0.483,0.009,0.466,0.5,1.0,2709.0,0.945,0.048,0.857,1.0,1.0,1596.0,1.031,0.037,0.959,1.096,1.0,3193.0,-0.03,0.019,-0.066,0.005,1.0,2900.0,-1.092,0.037,-1.159,-1.023,1.0,2996.0,15.124,0.762,13.716,15.999,1.0,1596.0,0.303,0.003,0.297,0.31,1.0,2359.0,4.125,0.147,3.837,4.384,1.0,3193.0
g1.0_k16_b1.5_s47,per_network,1.0,16.0,1.5,47.0,1995,1,all,0.444,9.000000000000002,0.0024999999999999467,10.0,92.0,0.8165413533834587,0.4842105263157895,1000,1000,4,4000,0,0.0,1.0,2153.0,1.1721060474713643,box uniform (explicit),0.0,0.59375,0.0,0.0,-0.06,0.019,-0.098,-0.025,1.0,3341.0,7.205,0.211,6.807,7.589,1.0,3379.0,1.155,0.01,1.137,1.173,1.0,3049.0,0.468,0.009,0.452,0.485,1.0,3360.0,0.978,0.021,0.941,1.0,1.0,2153.0,1.02,0.036,0.957,1.089,1.0,3581.0,-0.06,0.019,-0.098,-0.025,1.0,3341.0,-1.141,0.039,-1.216,-1.073,1.0,2729.0,15.651,0.333,15.064,16.0,1.0,2153.0,0.289,0.002,0.284,0.293,1.0,3049.0,4.082,0.142,3.826,4.357,1.0,3581.0
g1.0_k16_b1.5_s48,per_network,1.0,16.0,1.5,48.0,1995,1,all,0.428,8.0,0.0024999999999999467,9.0,91.0,0.8070175438596491,0.543859649122807,1000,1000,4,4000,0,0.0,1.0,1633.0,1.7928404370943705,box uniform (explicit),0.0,0.32575,0.0,0.0,0.073,0.019,0.04,0.112,1.0,2686.0,7.147,0.211,6.758,7.535,1.0,3237.0,1.17,0.012,1.149,1.194,1.0,2447.0,0.548,0.009,0.531,0.564,1.0,2644.0,0.954,0.041,0.877,1.0,1.0,1633.0,1.145,0.039,1.072,1.215,1.0,2991.0,0.073,0.019,0.04,0.112,1.0,2686.0,-0.999,0.035,-1.065,-0.934,1.0,3294.0,15.259,0.655,14.029,16.0,1.0,1633.0,0.292,0.003,0.287,0.298,1.0,2447.0,4.58,0.155,4.289,4.861,1.0,2991.0
g1.0_k16_b1.5_s49,per_network,1.0,16.0,1.5,49.0,1989,1,all,0.46,10.000000000000002,0.005499999999999949,11.0,105.0,0.8240321769733534,0.42936148818501757,1000,1000,4,4000,0,0.0,1.0,1947.0,1.1806352376937865,box uniform (explicit),0.0,0.61725,0.0,0.0,-0.141,0.019,-0.175,-0.105,1.0,2376.0,7.475,0.207,7.09,7.865,1.0,2770.0,1.224,0.01,1.206,1.245,1.0,2788.0,0.452,0.009,0.436,0.469,1.0,2936.0,0.98,0.02,0.945,1.0,1.0,1947.0,0.981,0.034,0.914,1.04,1.0,3258.0,-0.141,0.019,-0.175,-0.105,1.0,2376.0,-1.262,0.039,-1.33,-1.188,1.0,2342.0,15.677,0.317,15.117,16.0,1.0,1947.0,0.306,0.003,0.302,0.311,1.0,2788.0,3.922,0.134,3.655,4.159,1.0,3258.0
g1.0_k16_b1.5_s50,per_network,1.0,16.0,1.5,50.0,1999,1,all,0.412,6.999999999999999,0.0004999999999999449,8.0,87.0,0.8059029514757379,0.4917458729364682,1000,1000,4,4000,0,0.0,1.0,1787.0,1.1985162456830343,box uniform (explicit),0.0,0.478,0.0,0.0,-0.003,0.019,-0.04,0.031,1.0,3313.0,7.171,0.215,6.783,7.587,1.0,3328.0,1.134,0.01,1.115,1.152,1.0,2860.0,0.52,0.009,0.504,0.537,1.0,3206.0,0.971,0.027,0.92,1.0,1.0,1787.0,1.073,0.039,1.004,1.149,1.0,3112.0,-0.003,0.019,-0.04,0.031,1.0,3313.0,-1.079,0.037,-1.146,-1.011,1.0,3516.0,15.528,0.435,14.723,15.999,1.0,1787.0,0.283,0.002,0.279,0.288,1.0,2860.0,4.29,0.155,4.016,4.596,1.0,3112.0
g1.0_k16_b1.5_s51,per_network,1.0,16.0,1.5,51.0,1992,1,all,0.396,6.000000000000002,0.0040000000000000036,7.0,108.0,0.8092369477911646,0.5331325301204819,1000,1000,4,4000,0,0.0,1.0,1794.0,1.7412907640139261,box uniform (explicit),0.0,0.303,0.0,0.0,0.089,0.018,0.055,0.122,1.0,2575.0,7.2,0.209,6.786,7.591,1.0,3022.0,1.259,0.014,1.234,1.284,1.0,2260.0,0.537,0.009,0.519,0.555,1.0,2650.0,0.951,0.043,0.871,1.0,1.0,1794.0,1.169,0.038,1.099,1.241,1.0,2654.0,0.089,0.018,0.055,0.122,1.0,2575.0,-0.991,0.034,-1.053,-0.926,1.0,3071.0,15.215,0.682,13.942,15.999,1.0,1794.0,0.315,0.003,0.308,0.321,1.0,2260.0,4.674,0.153,4.398,4.965,1.0,2654.0
g1.0_k16_b1.5_s52,per_network,1.0,16.0,1.5,52.0,1993,1,all,0.38,5.000000000000001,0.0034999999999999476,6.0,102.0,0.8103361766181636,0.5243351731058705,1000,1000,4,4000,0,0.0,1.0,1615.0,2.6540567835172015,box uniform (explicit),0.0,0.28025,0.0,0.0,0.093,0.018,0.061,0.128,1.0,2551.0,7.08,0.207,6.688,7.459,1.0,2741.0,1.25,0.015,1.226,1.28,1.0,1877.0,0.518,0.01,0.501,0.536,1.0,2709.0,0.947,0.046,0.86,1.0,1.0,1615.0,1.155,0.038,1.086,1.226,1.0,2553.0,0.093,0.018,0.061,0.128,1.0,2551.0,-0.969,0.034,-1.034,-0.908,1.0,2874.0,15.147,0.741,13.764,16.0,1.0,1615.0,0.313,0.004,0.306,0.32,1.0,1877.0,4.619,0.151,4.343,4.905,1.0,2553.0
g1.0_k16_b1.5_s53,per_network,1.0,16.0,1.5,53.0,1994,1,all,0.428,8.0,0.0030000000000000027,9.0,96.0,0.8164493480441324,0.4724172517552658,1000,1000,4,4000,0,0.0,1.0,2140.0,2.084082333246867,box uniform (explicit),0.0,0.52775,0.0,0.0,-0.085,0.019,-0.121,-0.05,1.0,2741.0,7.166,0.213,6.783,7.583,1.0,2722.0,1.171,0.01,1.153,1.191,1.0,2758.0,0.519,0.009,0.502,0.536,1.0,2794.0,0.974,0.025,0.928,1.0,1.0,2140.0,0.99,0.036,0.921,1.056,1.0,2617.0,-0.085,0.019,-0.121,-0.05,1.0,2741.0,-1.16,0.038,-1.23,-1.084,1.0,2764.0,15.587,0.395,14.847,15.999,1.0,2140.0,0.293,0.003,0.288,0.298,1.0,2758.0,3.961,0.144,3.686,4.226,1.0,2617.0
g1.0_k16_b1.5_s54,per_network,1.0,16.0,1.5,54.0,1996,1,all,0.396,6.000000000000002,0.0020000000000000018,7.0,94.0,0.7925851703406813,0.4514028056112224,1000,1000,4,4000,0,0.0,1.0,1953.0,2.007783591747284,box uniform (explicit),0.0,0.48075,0.0,0.0,-0.07,0.019,-0.105,-0.034,1.0,3193.0,7.23,0.218,6.827,7.639,1.0,3223.0,1.178,0.01,1.159,1.197,1.0,2603.0,0.448,0.009,0.431,0.463,1.0,3321.0,0.971,0.027,0.92,1.0,1.0,1953.0,1.014,0.037,0.943,1.079,1.0,3313.0,-0.07,0.019,-0.105,-0.034,1.0,3193.0,-1.155,0.039,-1.23,-1.084,1.0,3155.0,15.531,0.436,14.718,16.0,1.0,1953.0,0.295,0.003,0.29,0.299,1.0,2603.0,4.056,0.147,3.77,4.316,1.0,3313.0
g1.0_k16_b1.5_s55,per_network,1.0,16.0,1.5,55.0,1992,1,all,0.396,6.000000000000002,0.0040000000000000036,7.0,100.0,0.8152610441767069,0.4738955823293173,1000,1000,4,4000,0,0.0,1.0,1806.0,1.8601564168930054,box uniform (explicit),0.0,0.37525,0.0,0.0,-0.078,0.018,-0.114,-0.045,1.0,2659.0,7.232,0.21,6.839,7.625,1.0,3059.0,1.224,0.012,1.202,1.246,1.0,2365.0,0.464,0.009,0.447,0.481,1.0,2655.0,0.962,0.034,0.9,1.0,1.0,1806.0,1.006,0.034,0.943,1.071,1.0,2988.0,-0.078,0.018,-0.114,-0.045,1.0,2659.0,-1.163,0.038,-1.237,-1.091,1.0,2922.0,15.384,0.548,14.396,15.999,1.0,1806.0,0.306,0.003,0.3,0.312,1.0,2365.0,4.025,0.137,3.773,4.284,1.0,2988.0
g1.0_k16_b1.5_s56,per_network,1.0,16.0,1.5,56.0,1998,1,all,0.428,8.0,0.0010000000000000009,9.0,90.5,0.8283283283283284,0.504004004004004,1000,1000,4,4000,0,0.0,1.0,1931.0,1.5456543127695719,box uniform (explicit),0.0,0.33575,0.0,0.0,0.046,0.02,0.011,0.087,1.0,2674.0,8.072,0.226,7.63,8.484,1.0,3214.0,1.173,0.012,1.152,1.195,1.0,2558.0,0.45,0.009,0.433,0.466,1.0,2780.0,0.958,0.037,0.889,1.0,1.0,1931.0,1.257,0.04,1.183,1.331,1.0,2890.0,0.046,0.02,0.011,0.087,1.0,2674.0,-1.164,0.039,-1.241,-1.094,1.0,3231.0,15.323,0.598,14.228,16.0,1.0,1931.0,0.293,0.003,0.288,0.299,1.0,2558.0,5.029,0.158,4.731,5.325,1.0,2890.0
g1.0_k16_b1.5_s57,per_network,1.0,16.0,1.5,57.0,1987,1,all,0.444,9.000000000000002,0.00649999999999995,10.0,114.0,0.8454957221942627,0.5083039758429794,1000,1000,4,4000,0,0.0,1.0,2631.0,1.6667800386746725,box uniform (explicit),0.0,0.67075,0.0,0.0,0.002,0.017,-0.031,0.035,1.0,3027.0,7.373,0.2,6.986,7.742,1.0,3216.0,1.278,0.011,1.258,1.297,1.0,2942.0,0.447,0.009,0.43,0.463,1.0,2933.0,0.982,0.017,0.951,1.0,1.0,2631.0,1.108,0.033,1.045,1.17,1.0,3213.0,0.002,0.017,-0.031,0.035,1.0,3027.0,-1.104,0.036,-1.169,-1.035,1.0,3152.0,15.716,0.273,15.219,16.0,1.0,2631.0,0.319,0.003,0.315,0.324,1.0,2942.0,4.432,0.134,4.178,4.679,1.0,3213.0
g1.0_k16_b1.5_s58,per_network,1.0,16.0,1.5,58.0,1996,1,all,0.38,5.000000000000001,0.0020000000000000018,6.0,94.0,0.8106212424849699,0.531062124248497,1000,1000,4,4000,0,0.0,1.0,1644.0,2.3729442318280536,box uniform (explicit),0.0,0.2555,0.0,0.0,0.014,0.019,-0.022,0.049,1.0,2777.0,7.091,0.211,6.706,7.508,1.0,2849.0,1.19,0.013,1.166,1.215,1.0,2100.0,0.534,0.009,0.516,0.551,1.0,2535.0,0.942,0.049,0.854,1.0,1.0,1644.0,1.077,0.038,1.003,1.146,1.0,2681.0,0.014,0.019,-0.022,0.049,1.0,2777.0,-1.05,0.036,-1.115,-0.981,1.0,2959.0,15.073,0.779,13.661,16.0,1.0,1644.0,0.297,0.003,0.291,0.304,1.0,2100.0,4.309,0.151,4.011,4.582,1.0,2681.0
g1.0_k16_b1.5_s59,per_network,1.0,16.0,1.5,59.0,1998,1,all,0.396,6.000000000000002,0.0010000000000000009,7.0,103.0,0.8223223223223223,0.5315315315315315,1000,1000,4,4000,0,0.0,1.0,1575.0,1.7841366887092591,box uniform (explicit),0.0,0.0,0.0,0.0,-0.056,0.021,-0.094,-0.015,1.0,2032.0,6.862,0.206,6.482,7.235,1.0,2434.0,1.453,0.036,1.388,1.522,1.0,1607.0,0.595,0.008,0.58,0.61,1.0,2126.0,0.267,0.081,0.109,0.412,1.0,1575.0,0.973,0.039,0.902,1.044,1.0,2145.0,-0.056,0.021,-0.094,-0.015,1.0,2032.0,-1.085,0.036,-1.151,-1.02,1.0,2509.0,4.277,1.298,1.749,6.595,1.0,1575.0,0.363,0.009,0.347,0.38,1.0,1607.0,3.894,0.156,3.607,4.177,1.0,2145.0
g1.0_k16_b1.5_s60,per_network,1.0,16.0,1.5,60.0,1998,1,all,0.412,6.999999999999999,0.0010000000000000009,8.0,93.0,0.7992992992992993,0.4644644644644645,1000,1000,4,4000,0,0.0,1.0,1647.0,2.0721668163935343,box uniform (explicit),0.0,0.36075,0.0,0.0,-0.104,0.019,-0.139,-0.069,1.0,2639.0,7.115,0.216,6.709,7.522,1.0,3044.0,1.18,0.012,1.157,1.201,1.0,2293.0,0.49,0.009,0.473,0.507,1.0,2498.0,0.958,0.039,0.89,1.0,1.0,1647.0,0.963,0.036,0.893,1.027,1.0,2930.0,-0.104,0.019,-0.139,-0.069,1.0,2639.0,-1.171,0.039,-1.243,-1.096,1.0,2918.0,15.333,0.622,14.233,16.0,1.0,1647.0,0.295,0.003,0.289,0.3,1.0,2293.0,3.853,0.143,3.573,4.107,1.0,2930.0
g1.0_k16_b1.5_s61,per_network,1.0,16.0,1.5,61.0,1999,1,all,0.428,8.0,0.0004999999999999449,9.0,94.0,0.8159079539769885,0.4272136068034017,1000,1000,4,4000,0,0.0,1.0,2079.0,1.9273662288983664,box uniform (explicit),0.0,0.4115,0.0,0.0,-0.105,0.019,-0.14,-0.069,1.0,3187.0,7.23,0.21,6.84,7.618,1.0,3176.0,1.185,0.012,1.163,1.207,1.0,2663.0,0.427,0.009,0.411,0.444,1.0,3125.0,0.963,0.034,0.9,1.0,1.0,2079.0,0.98,0.035,0.915,1.043,1.0,3265.0,-0.105,0.019,-0.14,-0.069,1.0,3187.0,-1.19,0.038,-1.264,-1.12,1.0,3139.0,15.416,0.55,14.402,15.999,1.0,2079.0,0.296,0.003,0.291,0.302,1.0,2663.0,3.918,0.141,3.659,4.172,1.0,3265.0
g1.2_k16_b1.5_s42,per_network,1.2,16.0,1.5,42.0,2000,1,all,0.428,8.0,0.0,9.0,80.0,0.7955,0.5405,1000,1000,4,4000,0,0.0,1.0,1785.0,1.6311389009157817,box uniform (explicit),0.0,0.42675,0.0,0.0,0.078,0.021,0.039,0.119,1.0,2230.0,7.347,0.229,6.932,7.788,1.0,2954.0,1.088,0.01,1.07,1.106,1.0,2781.0,0.554,0.009,0.536,0.57,1.0,2892.0,0.967,0.03,0.911,1.0,1.0,1785.0,1.18,0.042,1.1,1.259,1.0,2729.0,0.078,0.021,0.039,0.119,1.0,2230.0,-1.024,0.038,-1.093,-0.952,1.0,3039.0,15.474,0.474,14.575,16.0,1.0,1785.0,0.272,0.002,0.267,0.277,1.0,2781.0,4.722,0.169,4.401,5.034,1.0,2729.0
